,keyword,score
710,상사,1.9405575e-09
711,가스,1.9381599e-09
712,연속,1.9337796e-09
713,재활,1.9320257e-09
714,분기,1.9303317e-09
715,독립,1.9282023e-09
716,인터뷰,1.9245798e-09
717,의미,1.9235777e-09
718,미흡,1.922446e-09
719,북미,1.912435e-09
720,캐나다,1.9058277e-09
721,울산,1.9002264e-09
722,녹색,1.896453e-09
723,지수,1.8825477e-09
724,한방,1.8811515e-09
725,인체,1.8799768e-09
726,네트워크,1.8789057e-09
727,펀드,1.8779371e-09
728,설정,1.876687e-09
729,위협,1.8756556e-09
730,초기,1.8750876e-09
731,동일,1.87125e-09
732,권고,1.8708384e-09
733,합리,1.8691135e-09
734,해소,1.868846e-09
735,수시,1.8683686e-09
736,무역,1.8280394e-09
737,만족도,1.8273402e-09
738,흐름,1.8238312e-09
739,근무자,1.8227825e-09
740,출장,1.8220331e-09
741,기초,1.8218406e-09
742,조건,1.8217048e-09
743,산하,1.8209863e-09
744,사건,1.8195774e-09
745,감독,1.8171495e-09
746,유관,1.8168907e-09
747,문서,1.8164016e-09
748,공통,1.8161442e-09
749,정의,1.8156731e-09
750,당기,1.8118913e-09
751,인도네시아,1.8099114e-09
752,테스트,1.8096215e-09
753,영국,1.7922276e-09
754,아시아,1.7856702e-09
755,일정,1.778539e-09
756,연도,1.7738918e-09
757,개요,1.7699829e-09
758,저장,1.769147e-09
759,시공,1.7691004e-09
760,질병,1.7690491e-09
761,극복,1.7681366e-09
762,사무국,1.7679725e-09
763,감시,1.7669253e-09
764,소개,1.766547e-09
765,의식,1.7658974e-09
766,정치,1.7658559e-09
767,분류,1.7655412e-09
768,레터,1.7648332e-09
769,신입,1.7642575e-09
770,부당,1.762906e-09
771,침해,1.7609895e-09
772,콜라,1.7424098e-09
773,에코,1.7389019e-09
774,구호,1.737874e-09
775,자녀,1.7376606e-09
776,선택,1.7315561e-09
777,용품,1.7311862e-09
778,영상,1.7302256e-09
779,무상,1.7299803e-09
780,예술,1.7299715e-09
781,로써,1.7299575e-09
782,도시,1.7288972e-09
783,건축,1.7257581e-09
784,법무,1.7255548e-09
785,주민,1.7176663e-09
786,라이프,1.7156978e-09
787,고민,1.7154959e-09
788,사이트,1.7142627e-09
789,인지,1.7127123e-09
790,결제,1.7125074e-09
791,취약점,1.7111335e-09
792,수주,1.7109195e-09
793,퇴직,1.70994e-09
794,유용,1.7091815e-09
795,관행,1.7067376e-09
796,모니터,1.6896685e-09
797,구미,1.6893263e-09
798,재료,1.6887944e-09
799,동물,1.677983e-09
800,원재료,1.6753197e-09
801,폼알데하이드,1.6721556e-09
802,소형,1.6716848e-09
803,정립,1.671617e-09
804,온도,1.671199e-09
805,투입,1.6705087e-09
806,감지,1.6684668e-09
807,편리,1.6684436e-09
808,개별,1.6650791e-09
809,원자재,1.6648746e-09
810,재활용률,1.6634203e-09
811,배포,1.6632887e-09
812,현출,1.6605078e-09
813,생물,1.6589057e-09
814,토픽,1.6587097e-09
815,적정,1.658688e-09
816,심리,1.6585889e-09
817,휴가,1.6583526e-09
818,가격,1.6583138e-09
819,취급,1.6580022e-09
820,중립,1.6578555e-09
821,극대,1.6576807e-09
822,에어컨,1.6458327e-09
823,조경,1.6330867e-09
824,분리,1.6273618e-09
825,싱가포르,1.6262578e-09
826,크리에이터,1.6164458e-09
827,에버랜드,1.6128016e-09
828,방역,1.612532e-09
829,어린이,1.6113759e-09
830,지식,1.611266e-09
831,에티오피아,1.610742e-09
832,포용,1.6075191e-09
833,고위험,1.6074547e-09
834,로드맵,1.6072711e-09
835,파트너,1.6069067e-09
836,연령,1.6064282e-09
837,전개,1.6054937e-09
838,사유,1.6033773e-09
839,기대,1.6028127e-09
840,체크,1.6026674e-09
841,주식,1.5978059e-09
842,해태,1.5977631e-09
843,포럼,1.5854427e-09
844,노하우,1.5834319e-09
845,충전,1.5795905e-09
846,집단,1.5672775e-09
847,오픈,1.5638564e-09
848,품목,1.5635082e-09
849,코발트,1.5629847e-09
850,보관,1.5622519e-09
851,시민,1.5612982e-09
852,특화,1.5600482e-09
853,마음,1.5598417e-09
