,keyword,score
970,신체,3.7711423e-10
971,축적,3.7092884e-10
972,벌금,3.705303e-10
973,직급,3.700414e-10
974,수유,3.6993508e-10
975,복구,3.6992467e-10
976,파트너,3.6841324e-10
977,바이오,3.683454e-10
978,동식물,3.6663958e-10
979,장해,3.6552433e-10
980,불매,3.651537e-10
981,운동,3.651537e-10
982,구역,3.6457157e-10
983,단축,3.6324363e-10
984,발달,3.627409e-10
985,배우자,3.6237235e-10
986,업자,3.622753e-10
987,제련소,3.6214642e-10
988,탄소세,3.6201483e-10
989,급여,3.619413e-10
990,사법,3.6176895e-10
991,인프라,3.615065e-10
992,자가발전,3.6141948e-10
993,육류,3.6133738e-10
994,미세먼지,3.610841e-10
995,표시,3.6094527e-10
996,파리,3.6085024e-10
997,이력,3.6067543e-10
998,흐름,3.6062445e-10
999,부동산,3.606185e-10
